t_dat,customer_id,article_id,price,sales_channel_id
2026-07-20,d78bd1b0039d897ab723089ffb62e35910350a37210e2b2fe44d9c382ee02201,0877400003,0.006849,2
2026-07-20,c4ac44cb6406e1827594fe9d11c6a983378c7a15d096b46ed52eaa6c167e90ec,0796841001,0.016763,1
2026-07-20,09c9689056864fc79a0377819c9d3dc353a261e0ccf5f23eb3b07a8f8d7b0e58,0621767005,0.050354,2
2026-07-20,b71433fb2e2bc2e6fdc8483bcbad5c3119615a3b4a3aa86ec1a4bf2d4d334ca6,0656348001,0.005,1
2026-07-20,f9f022e13aa7ec63ad26e0b178b47047af0788e7d229d641913b5bbaab5bb2df,0708767001,0.163838,2
2026-07-20,dc091c5b466fc18def74210a25f13f52c6c8f4df77746a66381a09d0845a4b03,0855132003,0.013653,2
2026-07-20,09c9689056864fc79a0377819c9d3dc353a261e0ccf5f23eb3b07a8f8d7b0e58,0609181004,0.006264,2
2026-07-20,a276f4a9c97aaff35ea77e54d96e5fbb28fb6e90d13fbd17be051384fb2114a3,0697981005,0.005,2
2026-07-20,57545f7eefcc52781c50b1ed09613a0247cb45196f26be0cc23a8913a41a3891,0523132001,0.022993,2
2026-07-20,d980744901e9b50f2bfcaa0193a9206c6aecdf85c1941f67441a55b6b2d3cc6f,0834412007,0.020278,1
2026-07-20,1171aaf383a2db44adcc290f77c500c56a27b8d5f907f7502f27364707690447,0765731003,0.005,2
2026-07-20,90cc88b2548b24069952ed20d270b658053da47eb7190771532dd25d63f632ed,0551174003,0.043319,2
2026-07-20,f1d16ecf13231f56402ebff7dfb15aa7248cbc2848aa184568e4bf1f791c039b,0536952001,0.026417,2
